path,label
archive\iam_words\words\a06\a06-000\a06-000-02-05.png,Chancellor
archive\iam_words\words\c04\c04-023\c04-023-02-05.png,that
archive\iam_words\words\a03\a03-037\a03-037-05-03.png,","
archive\iam_words\words\b01\b01-073\b01-073-03-00.png,to
archive\iam_words\words\a01\a01-096u\a01-096u-02-01.png,letter
archive\iam_words\words\e01\e01-113\e01-113-03-01.png,.
archive\iam_words\words\a02\a02-042\a02-042-02-03.png,effect
archive\iam_words\words\b05\b05-062\b05-062-03-05.png,innocent
archive\iam_words\words\b05\b05-017\b05-017-00-02.png,going
archive\iam_words\words\b04\b04-089\b04-089-04-00.png,find
archive\iam_words\words\b04\b04-000\b04-000-06-01.png,in
archive\iam_words\words\a04\a04-089\a04-089-00-03.png,President
archive\iam_words\words\b04\b04-134\b04-134-02-01.png,88-year-old
archive\iam_words\words\e06\e06-010\e06-010-03-02.png,shallower
archive\iam_words\words\c02\c02-017\c02-017-03-02.png,club
archive\iam_words\words\b04\b04-147\b04-147-03-05.png,out
archive\iam_words\words\b04\b04-034\b04-034-02-00.png,by
archive\iam_words\words\a03\a03-030\a03-030-00-06.png,a
archive\iam_words\words\b04\b04-054\b04-054-03-08.png,will
archive\iam_words\words\a06\a06-036\a06-036-05-06.png,food
archive\iam_words\words\a02\a02-000\a02-000-07-01.png,no
archive\iam_words\words\b05\b05-098\b05-098-01-05.png,know
archive\iam_words\words\a02\a02-046\a02-046-01-04.png,in
archive\iam_words\words\c03\c03-096b\c03-096b-04-05.png,them
archive\iam_words\words\c02\c02-026\c02-026-03-02.png,wrinkle
archive\iam_words\words\d07\d07-093\d07-093-01-06.png,angel
archive\iam_words\words\c04\c04-023\c04-023-01-09.png,cast
archive\iam_words\words\a01\a01-026u\a01-026u-04-05.png,been
archive\iam_words\words\c03\c03-087d\c03-087d-03-00.png,inevitability
archive\iam_words\words\d04\d04-096\d04-096-05-04.png,in
archive\iam_words\words\b04\b04-187\b04-187-07-05.png,film
archive\iam_words\words\c03\c03-084c\c03-084c-05-06.png,unfamiliar
archive\iam_words\words\b01\b01-038\b01-038-06-00.png,their
archive\iam_words\words\a03\a03-059\a03-059-03-04.png,perhaps
archive\iam_words\words\e04\e04-026\e04-026-04-08.png,.
archive\iam_words\words\e07\e07-061\e07-061-09-02.png,Kilner
archive\iam_words\words\e06\e06-026\e06-026-08-02.png,the
archive\iam_words\words\b06\b06-000\b06-000-01-01.png,German
archive\iam_words\words\d01\d01-016\d01-016-01-12.png,time
archive\iam_words\words\d07\d07-089\d07-089-10-07.png,Joshua
archive\iam_words\words\c03\c03-094a\c03-094a-00-07.png,always
archive\iam_words\words\a05\a05-022\a05-022-00-01.png,is
archive\iam_words\words\a02\a02-086\a02-086-03-04.png,I
archive\iam_words\words\b06\b06-036\b06-036-05-05.png,key
archive\iam_words\words\e07\e07-012\e07-012-07-02.png,eating
archive\iam_words\words\d03\d03-117\d03-117-01-05.png,of
archive\iam_words\words\a06\a06-051\a06-051-05-03.png,stand
archive\iam_words\words\d06\d06-076\d06-076-00-13.png,live
archive\iam_words\words\e06\e06-049\e06-049-01-01.png,to
archive\iam_words\words\c02\c02-082\c02-082-07-03.png,","
archive\iam_words\words\a02\a02-090\a02-090-00-05.png,made
archive\iam_words\words\a04\a04-006\a04-006-02-02.png,even
archive\iam_words\words\c03\c03-087e\c03-087e-05-03.png,could
archive\iam_words\words\a01\a01-107u\a01-107u-02-01.png,need
archive\iam_words\words\e06\e06-046\e06-046-03-07.png,But
archive\iam_words\words\c03\c03-003d\c03-003d-04-06.png,bring
archive\iam_words\words\a01\a01-058u\a01-058u-08-05.png,Chancellor
archive\iam_words\words\e01\e01-032\e01-032-05-07.png,charming
archive\iam_words\words\a02\a02-111\a02-111-11-01.png,.
archive\iam_words\words\c02\c02-003\c02-003-07-06.png,appears
archive\iam_words\words\b03\b03-114\b03-114-08-03.png,.
archive\iam_words\words\a01\a01-007x\a01-007x-02-06.png,the
archive\iam_words\words\b01\b01-057\b01-057-08-09.png,in
archive\iam_words\words\d04\d04-121\d04-121-00-02.png,want
archive\iam_words\words\d04\d04-050\d04-050-02-06.png,personal
archive\iam_words\words\d05\d05-030\d05-030-07-08.png,","
archive\iam_words\words\a05\a05-053\a05-053-08-00.png,debate
archive\iam_words\words\b01\b01-094\b01-094-09-00.png,can
archive\iam_words\words\a01\a01-063x\a01-063x-00-00.png,But
archive\iam_words\words\c06\c06-128\c06-128-01-04.png,nursemaid
archive\iam_words\words\b04\b04-195\b04-195-06-02.png,of
archive\iam_words\words\c03\c03-007a\c03-007a-01-06.png,North
archive\iam_words\words\e04\e04-083\e04-083-06-01.png,hull
archive\iam_words\words\e04\e04-019\e04-019-05-01.png,glue
archive\iam_words\words\d06\d06-091\d06-091-04-00.png,worse
archive\iam_words\words\a02\a02-046\a02-046-06-07.png,less
archive\iam_words\words\d04\d04-071\d04-071-01-08.png,gates
archive\iam_words\words\c03\c03-096a\c03-096a-06-05.png,odd
archive\iam_words\words\a01\a01-132\a01-132-03-04.png,adjust
archive\iam_words\words\d04\d04-053\d04-053-06-03.png,full
archive\iam_words\words\e07\e07-061\e07-061-04-01.png,Spanish
archive\iam_words\words\b06\b06-079\b06-079-02-03.png,only
archive\iam_words\words\e04\e04-019\e04-019-02-02.png,width
archive\iam_words\words\a05\a05-022\a05-022-07-02.png,or
archive\iam_words\words\c06\c06-052\c06-052-01-02.png,publishers
archive\iam_words\words\e04\e04-058\e04-058-05-06.png,from
archive\iam_words\words\a02\a02-093\a02-093-02-03.png,yesterday
archive\iam_words\words\a03\a03-009\a03-009-00-02.png,was
archive\iam_words\words\e04\e04-004\e04-004-01-10.png,will
archive\iam_words\words\c03\c03-081f\c03-081f-09-01.png,of
archive\iam_words\words\a06\a06-057\a06-057-01-05.png,Prime
archive\iam_words\words\d01\d01-080\d01-080-05-04.png,the
archive\iam_words\words\a02\a02-027\a02-027-08-07.png,know
archive\iam_words\words\a01\a01-096u\a01-096u-07-04.png,to
archive\iam_words\words\e07\e07-072\e07-072-08-03.png,for
archive\iam_words\words\a04\a04-054\a04-054-04-08.png,on
archive\iam_words\words\c02\c02-049\c02-049-01-01.png,film
archive\iam_words\words\e02\e02-086\e02-086-01-10.png,Probably
archive\iam_words\words\d06\d06-008\d06-008-01-06.png,become
archive\iam_words\words\c04\c04-110\c04-110-01-12.png,song
archive\iam_words\words\a06\a06-141\a06-141-01-07.png,militarists
archive\iam_words\words\b03\b03-109\b03-109-05-03.png,over
archive\iam_words\words\e04\e04-043\e04-043-00-06.png,very
archive\iam_words\words\a01\a01-082u\a01-082u-08-03.png,who
archive\iam_words\words\e06\e06-041\e06-041-06-01.png,of
archive\iam_words\words\e04\e04-114\e04-114-02-09.png,As
archive\iam_words\words\c03\c03-000c\c03-000c-03-08.png,also
archive\iam_words\words\c03\c03-007e\c03-007e-03-02.png,wet
archive\iam_words\words\a05\a05-004\a05-004-05-01.png,operations
archive\iam_words\words\b06\b06-079\b06-079-06-02.png,an
archive\iam_words\words\b01\b01-118\b01-118-01-03.png,as
archive\iam_words\words\a01\a01-043x\a01-043x-02-06.png,his
archive\iam_words\words\b06\b06-036\b06-036-04-10.png,Today
archive\iam_words\words\a01\a01-132u\a01-132u-04-03.png,-
archive\iam_words\words\b02\b02-013\b02-013-09-03.png,basis
archive\iam_words\words\b01\b01-113\b01-113-01-08.png,apartheid
archive\iam_words\words\a05\a05-022\a05-022-00-05.png,be
archive\iam_words\words\e04\e04-004\e04-004-06-03.png,if
archive\iam_words\words\d04\d04-062\d04-062-01-09.png,all
archive\iam_words\words\c03\c03-007b\c03-007b-00-00.png,In
archive\iam_words\words\a04\a04-072\a04-072-09-00.png,fulfilment
archive\iam_words\words\b04\b04-034\b04-034-02-05.png,elderly
archive\iam_words\words\e04\e04-011\e04-011-07-03.png,panel
archive\iam_words\words\e02\e02-086\e02-086-01-02.png,we
archive\iam_words\words\c06\c06-076\c06-076-09-03.png,a
archive\iam_words\words\d04\d04-012\d04-012-05-10.png,""""
archive\iam_words\words\a04\a04-019\a04-019-03-01.png,conference
archive\iam_words\words\c04\c04-134\c04-134-04-03.png,house
archive\iam_words\words\c06\c06-128\c06-128-08-00.png,gripping
archive\iam_words\words\b06\b06-000\b06-000-06-02.png,breaking
archive\iam_words\words\a03\a03-047\a03-047-06-06.png,corridors
archive\iam_words\words\a04\a04-039\a04-039-05-00.png,Schaerf
archive\iam_words\words\c04\c04-066\c04-066-04-04.png,the
archive\iam_words\words\e02\e02-094\e02-094-04-03.png,pay
archive\iam_words\words\c03\c03-081b\c03-081b-01-04.png,Irene
archive\iam_words\words\a01\a01-117u\a01-117u-04-03.png,to
archive\iam_words\words\c03\c03-007e\c03-007e-02-04.png,it
archive\iam_words\words\a01\a01-082u\a01-082u-03-02.png,the
archive\iam_words\words\c03\c03-087c\c03-087c-06-08.png,Mr.
archive\iam_words\words\d04\d04-096\d04-096-03-01.png,2
archive\iam_words\words\c04\c04-089\c04-089-02-12.png,:
archive\iam_words\words\b06\b06-064\b06-064-08-02.png,campaign
archive\iam_words\words\a06\a06-004\a06-004-06-00.png,a
archive\iam_words\words\a06\a06-134\a06-134-03-07.png,.
archive\iam_words\words\c03\c03-081b\c03-081b-00-05.png,committed
archive\iam_words\words\a01\a01-003x\a01-003x-08-03.png,prop
archive\iam_words\words\d04\d04-071\d04-071-07-02.png,Sanh.
archive\iam_words\words\b06\b06-087\b06-087-00-01.png,is
archive\iam_words\words\e07\e07-061\e07-061-04-02.png,mantis
archive\iam_words\words\a05\a05-009\a05-009-05-01.png,now
archive\iam_words\words\c06\c06-047\c06-047-05-04.png,at
archive\iam_words\words\a02\a02-027\a02-027-05-04.png,to
archive\iam_words\words\d06\d06-025\d06-025-02-07.png,Is
archive\iam_words\words\a05\a05-017\a05-017-00-01.png,Minister
archive\iam_words\words\c04\c04-013\c04-013-02-04.png,Martha
archive\iam_words\words\c03\c03-081e\c03-081e-09-01.png,of
archive\iam_words\words\a06\a06-051\a06-051-03-00.png,down
archive\iam_words\words\d04\d04-012\d04-012-05-12.png,he
archive\iam_words\words\c03\c03-094c\c03-094c-05-01.png,;
archive\iam_words\words\d06\d06-041\d06-041-02-07.png,on
archive\iam_words\words\e02\e02-086\e02-086-05-11.png,The
archive\iam_words\words\c04\c04-008\c04-008-01-03.png,the
archive\iam_words\words\a05\a05-025\a05-025-08-00.png,Gen.
archive\iam_words\words\a05\a05-048\a05-048-02-03.png,to
archive\iam_words\words\b04\b04-010\b04-010-06-04.png,this
archive\iam_words\words\d04\d04-032\d04-032-04-04.png,our
archive\iam_words\words\a01\a01-053\a01-053-09-03.png,can
archive\iam_words\words\d01\d01-019\d01-019-04-11.png,","
archive\iam_words\words\a02\a02-050\a02-050-07-00.png,*
archive\iam_words\words\b01\b01-018\b01-018-07-02.png,citizens
archive\iam_words\words\c02\c02-003\c02-003-04-04.png,.
archive\iam_words\words\d01\d01-098\d01-098-03-00.png,which
archive\iam_words\words\e04\e04-052\e04-052-03-02.png,brass
archive\iam_words\words\a06\a06-057\a06-057-00-07.png,more
archive\iam_words\words\e07\e07-000\e07-000-00-04.png,reached
archive\iam_words\words\d04\d04-075\d04-075-05-04.png,.
archive\iam_words\words\d06\d06-041\d06-041-05-02.png,in
archive\iam_words\words\e04\e04-058\e04-058-06-00.png,Columbia
archive\iam_words\words\a02\a02-004\a02-004-05-07.png,","
archive\iam_words\words\b06\b06-059\b06-059-02-06.png,reaffirmed
archive\iam_words\words\e02\e02-082\e02-082-03-05.png,be
archive\iam_words\words\b04\b04-004\b04-004-01-05.png,to
archive\iam_words\words\c02\c02-022\c02-022-01-06.png,rebukes
archive\iam_words\words\b01\b01-127\b01-127-06-04.png,modified
archive\iam_words\words\c04\c04-056\c04-056-01-03.png,and
archive\iam_words\words\a03\a03-043\a03-043-02-03.png,individual
archive\iam_words\words\b03\b03-025\b03-025-06-05.png,world
archive\iam_words\words\b05\b05-032\b05-032-00-01.png,travellers
archive\iam_words\words\b04\b04-040\b04-040-02-10.png,a
archive\iam_words\words\c06\c06-083\c06-083-05-05.png,seasonal
archive\iam_words\words\b05\b05-038\b05-038-04-02.png,a
archive\iam_words\words\a06\a06-141\a06-141-04-07.png,in
archive\iam_words\words\c03\c03-021b\c03-021b-00-08.png,an
archive\iam_words\words\b01\b01-084\b01-084-05-04.png,ability
archive\iam_words\words\b05\b05-071\b05-071-02-12.png,.
archive\iam_words\words\e04\e04-011\e04-011-00-08.png,and
archive\iam_words\words\e04\e04-022\e04-022-01-04.png,the
archive\iam_words\words\a04\a04-066\a04-066-01-03.png,possible
archive\iam_words\words\a02\a02-032\a02-032-04-02.png,people
archive\iam_words\words\d01\d01-080\d01-080-02-07.png,spacing
archive\iam_words\words\c03\c03-081e\c03-081e-05-07.png,Johnstone
archive\iam_words\words\b01\b01-113\b01-113-06-07.png,a
archive\iam_words\words\a01\a01-030\a01-030-06-07.png,delay
archive\iam_words\words\a01\a01-122u\a01-122u-06-05.png,to
archive\iam_words\words\a02\a02-046\a02-046-03-08.png,.
archive\iam_words\words\a03\a03-054\a03-054-03-02.png,the
archive\iam_words\words\e04\e04-099\e04-099-06-08.png,for
archive\iam_words\words\e02\e02-000\e02-000-01-02.png,and
archive\iam_words\words\c03\c03-016d\c03-016d-02-06.png,room
archive\iam_words\words\d05\d05-021\d05-021-00-05.png,the
archive\iam_words\words\a01\a01-072x\a01-072x-02-05.png,.
archive\iam_words\words\c06\c06-011\c06-011-03-04.png,new
archive\iam_words\words\a01\a01-072x\a01-072x-03-05.png,a
archive\iam_words\words\a01\a01-049\a01-049-08-07.png,letter
archive\iam_words\words\d06\d06-003\d06-003-05-06.png,see
archive\iam_words\words\a03\a03-006\a03-006-04-04.png,so
archive\iam_words\words\e06\e06-006\e06-006-02-04.png,suitability
archive\iam_words\words\a01\a01-003\a01-003-05-04.png,","
archive\iam_words\words\b06\b06-079\b06-079-02-00.png,leaders
archive\iam_words\words\c03\c03-003f\c03-003f-01-05.png,the
archive\iam_words\words\a05\a05-029\a05-029-06-04.png,for
archive\iam_words\words\b04\b04-034\b04-034-02-09.png,themselves
archive\iam_words\words\a06\a06-036\a06-036-03-04.png,the
archive\iam_words\words\e04\e04-068\e04-068-03-06.png,on
archive\iam_words\words\b05\b05-074\b05-074-10-00.png,it
archive\iam_words\words\a02\a02-072\a02-072-05-11.png,They
archive\iam_words\words\c04\c04-000\c04-000-03-11.png,the
archive\iam_words\words\e04\e04-095\e04-095-04-05.png,and
archive\iam_words\words\a06\a06-036\a06-036-05-09.png,","
archive\iam_words\words\d06\d06-008\d06-008-04-04.png,may
archive\iam_words\words\a01\a01-058x\a01-058x-02-01.png,America's
archive\iam_words\words\a02\a02-116\a02-116-05-03.png,were
archive\iam_words\words\d06\d06-011\d06-011-02-07.png,a
archive\iam_words\words\e04\e04-015\e04-015-02-08.png,two
archive\iam_words\words\d06\d06-046\d06-046-09-08.png,long
archive\iam_words\words\a01\a01-049\a01-049-08-03.png,he
archive\iam_words\words\b04\b04-066\b04-066-03-03.png,industry
archive\iam_words\words\a03\a03-071\a03-071-00-07.png,there
archive\iam_words\words\c03\c03-081f\c03-081f-09-05.png,restrained
archive\iam_words\words\b02\b02-045\b02-045-01-08.png,in
archive\iam_words\words\a05\a05-062\a05-062-00-03.png,and
archive\iam_words\words\c04\c04-105\c04-105-02-08.png,Hal
archive\iam_words\words\a05\a05-000\a05-000-00-02.png,White
archive\iam_words\words\b06\b06-008\b06-008-04-06.png,West
archive\iam_words\words\b04\b04-066\b04-066-04-09.png,optimists
archive\iam_words\words\d06\d06-020\d06-020-06-05.png,than
archive\iam_words\words\c06\c06-087\c06-087-04-11.png,find
archive\iam_words\words\e06\e06-041\e06-041-08-04.png,just
archive\iam_words\words\d05\d05-013\d05-013-03-02.png,the
archive\iam_words\words\c04\c04-139\c04-139-01-14.png,happens
archive\iam_words\words\b03\b03-087\b03-087-00-07.png,at
archive\iam_words\words\a06\a06-039\a06-039-03-04.png,was
archive\iam_words\words\a02\a02-067\a02-067-04-02.png,likely
archive\iam_words\words\a02\a02-111\a02-111-03-00.png,MR.
archive\iam_words\words\b04\b04-004\b04-004-02-03.png,Congo
archive\iam_words\words\e04\e04-083\e04-083-03-04.png,chines
archive\iam_words\words\b04\b04-169\b04-169-02-03.png,too
archive\iam_words\words\a01\a01-011\a01-011-06-01.png,Iain
archive\iam_words\words\a02\a02-086\a02-086-03-01.png,Roy
archive\iam_words\words\e06\e06-053\e06-053-08-01.png,passing
archive\iam_words\words\a01\a01-011u\a01-011u-00-01.png,from
archive\iam_words\words\e04\e04-103\e04-103-04-04.png,clamp
archive\iam_words\words\e06\e06-026\e06-026-02-00.png,are
archive\iam_words\words\d04\d04-121\d04-121-06-01.png,the
archive\iam_words\words\a03\a03-017\a03-017-07-03.png,north
archive\iam_words\words\b06\b06-059\b06-059-02-04.png,the
archive\iam_words\words\b06\b06-049\b06-049-01-03.png,delighted
archive\iam_words\words\b03\b03-092\b03-092-05-00.png,but
archive\iam_words\words\b06\b06-049\b06-049-06-05.png,on
archive\iam_words\words\b05\b05-032\b05-032-08-00.png,many
archive\iam_words\words\c04\c04-160\c04-160-06-03.png,than
archive\iam_words\words\c03\c03-003b\c03-003b-05-06.png,its
archive\iam_words\words\c03\c03-094a\c03-094a-08-08.png,and
archive\iam_words\words\a05\a05-009\a05-009-00-00.png,He
archive\iam_words\words\a02\a02-042\a02-042-06-03.png,the
archive\iam_words\words\a03\a03-034\a03-034-01-01.png,new
archive\iam_words\words\d07\d07-102\d07-102-04-05.png,.
archive\iam_words\words\a03\a03-063\a03-063-06-03.png,","
archive\iam_words\words\b04\b04-140\b04-140-04-02.png,Throughout
archive\iam_words\words\e01\e01-055\e01-055-03-06.png,clumsy
archive\iam_words\words\a04\a04-089\a04-089-06-05.png,pointed
archive\iam_words\words\b02\b02-045\b02-045-05-07.png,great
archive\iam_words\words\b03\b03-109\b03-109-00-09.png,demon-
archive\iam_words\words\d01\d01-049\d01-049-05-02.png,such
archive\iam_words\words\e04\e04-019\e04-019-05-02.png,and
archive\iam_words\words\a04\a04-103\a04-103-01-01.png,for
archive\iam_words\words\d06\d06-076\d06-076-00-14.png,life
archive\iam_words\words\a01\a01-058x\a01-058x-08-06.png,West
archive\iam_words\words\c02\c02-056\c02-056-01-03.png,place
archive\iam_words\words\a01\a01-014x\a01-014x-08-04.png,on
archive\iam_words\words\c04\c04-116\c04-116-03-11.png,of
archive\iam_words\words\c02\c02-056\c02-056-08-02.png,start
archive\iam_words\words\e06\e06-003\e06-003-06-06.png,:
archive\iam_words\words\a02\a02-027\a02-027-03-03.png,savings
archive\iam_words\words\b01\b01-027\b01-027-07-05.png,hunts
archive\iam_words\words\e01\e01-107\e01-107-00-03.png,hook
archive\iam_words\words\d01\d01-118\d01-118-03-04.png,codex
archive\iam_words\words\b05\b05-071\b05-071-02-06.png,used
archive\iam_words\words\b05\b05-098\b05-098-01-08.png,was
archive\iam_words\words\a02\a02-017\a02-017-01-05.png,Sir
archive\iam_words\words\c03\c03-021b\c03-021b-07-08.png,for
archive\iam_words\words\c03\c03-094c\c03-094c-05-05.png,asked
archive\iam_words\words\b04\b04-162\b04-162-00-01.png,his
archive\iam_words\words\d06\d06-046\d06-046-06-03.png,energy
archive\iam_words\words\c04\c04-150\c04-150-04-10.png,stripped
archive\iam_words\words\a01\a01-007u\a01-007u-03-07.png,while
archive\iam_words\words\c04\c04-150\c04-150-04-07.png,eyes
archive\iam_words\words\d04\d04-111\d04-111-07-08.png,""""
archive\iam_words\words\a01\a01-026u\a01-026u-05-07.png,-
archive\iam_words\words\c03\c03-094f\c03-094f-09-01.png,lavish
archive\iam_words\words\a01\a01-053\a01-053-07-07.png,Robertson's
archive\iam_words\words\b06\b06-075\b06-075-09-01.png,those
archive\iam_words\words\d04\d04-125\d04-125-00-05.png,the
archive\iam_words\words\a01\a01-063u\a01-063u-01-09.png,.
archive\iam_words\words\b04\b04-060\b04-060-00-06.png,British
archive\iam_words\words\d07\d07-102\d07-102-02-07.png,three
archive\iam_words\words\e06\e06-006\e06-006-00-05.png,due
